Waiting for operation to complete...
Transcript: road paving have you ever heard something like this on the news Air Force One has landed and the president and first lady are now walking across the tarmac ever wonder what tarmac is if so take heart you're not alone parmak it turns out is a type of surface pavement and is short for tar penetration Macadam got that it's a mouthful actually here in the United States we don't use tarmac much anymore because it's been supplanted that is upstaged by asphalt but we still use the term when referring to the pavement at airports the Macadam part of tarmac refers to a Scotsman named John McAdam McAdam in the early 19th century invented a method of strengthening paved roads to increase the way water drains down roadways he named his technique modestly Mac Adam Rose
Confidence: 0.9679008722305298
Word: road, start_time: 0.0, end_time: 1.5
Word: encounter, start_time: 222.7, end_time: 222.8
Word: with, start_time: 222.8, end_time: 223.4
Word: asphalt, start_time: 223.4, end_time: 223.7
Word: Ashi, start_time: 223.7, end_time: 224.5
Word: wash, start_time: 224.5, end_time: 224.7
Word: ladies, start_time: 224.7, end_time: 225.2
Word: walk, start_time: 225.2, end_time: 225.5
Word: across, start_time: 225.5, end_time: 225.9
Word: the, start_time: 225.9, end_time: 226.0
Word: asphalt, start_time: 226.0, end_time: 226.4
Word: pavement, start_time: 226.4, end_time: 227.1
Word: she, start_time: 227.1, end_time: 227.7
Word: said, start_time: 227.7, end_time: 227.9
Word: their, start_time: 227.9, end_time: 228.3
Word: heels, start_time: 228.3, end_time: 228.8
Word: dented, start_time: 228.8, end_time: 229.2
Word: the, start_time: 229.2, end_time: 229.3
Word: street, start_time: 229.3, end_time: 229.8
Word: I, start_time: 229.8, end_time: 230.1
Word: want, start_time: 230.1, end_time: 230.4
Word: we, start_time: 230.4, end_time: 230.5
Word: watch, start_time: 230.5, end_time: 230.9
Word: these, start_time: 230.9, end_time: 231.0
Word: then, start_time: 231.0, end_time: 231.4
Word: slowly, start_time: 231.4, end_time: 231.9
Word: fill, start_time: 231.9, end_time: 232.2
Word: up, start_time: 232.2, end_time: 232.4
Word: and, start_time: 232.4, end_time: 232.9
Word: Sue, start_time: 232.9, end_time: 233.2
Word: themselves, start_time: 233.2, end_time: 233.6
Word: out, start_time: 233.6, end_time: 234.2
Word: o, start_time: 234.2, end_time: 234.5
Word: She, start_time: 234.5, end_time: 234.9
Word: Wrote, start_time: 234.9, end_time: 235.2
Transcript:  it's like magic
Confidence: 0.9314606189727783
Word: it's, start_time: 235.5, end_time: 235.7
Word: like, start_time: 235.7, end_time: 235.9
Word: magic, start_time: 235.9, end_time: 236.2
Transcript:  well water and patents expired in 1920s and since then asphalt mixes have improved as a popularity of Motor Vehicles skyrocketed local governments scramble to construct more and better roads leading to technology Innovations in both asphalt production and spreading techniques today HMA covers almost 95% of America's payroll and has as well most of its sidewalks runways driveways parking lot and Tennis Courts
Confidence: 0.958758533000946
Word: well, start_time: 239.1, end_time: 239.6
Word: water, start_time: 239.6, end_time: 240.3
Word: and, start_time: 240.3, end_time: 240.4
Word: patents, start_time: 240.4, end_time: 240.8
Word: expired, start_time: 240.8, end_time: 241.5
Word: in, start_time: 241.5, end_time: 241.6
Word: 1920s, start_time: 241.6, end_time: 242.7
Word: and, start_time: 242.7, end_time: 242.8
Word: since, start_time: 242.8, end_time: 243.3
Word: then, start_time: 243.3, end_time: 243.5
Word: asphalt, start_time: 243.5, end_time: 244.2
Word: mixes, start_time: 244.2, end_time: 244.6
Word: have, start_time: 244.6, end_time: 244.7
Word: improved, start_time: 244.7, end_time: 245.5
Word: as, start_time: 245.5, end_time: 246.2
Word: a, start_time: 246.2, end_time: 246.3
Word: popularity, start_time: 246.3, end_time: 246.8
Word: of, start_time: 246.8, end_time: 247.2
Word: Motor, start_time: 247.2, end_time: 247.4
Word: Vehicles, start_time: 247.4, end_time: 248.0
Word: skyrocketed, start_time: 248.0, end_time: 249.0
Word: local, start_time: 249.0, end_time: 249.5
Word: governments, start_time: 249.5, end_time: 250.1
Word: scramble, start_time: 250.1, end_time: 250.7
Word: to, start_time: 250.7, end_time: 250.8
Word: construct, start_time: 250.8, end_time: 251.4
Word: more, start_time: 251.4, end_time: 251.5
Word: and, start_time: 251.5, end_time: 251.8
Word: better, start_time: 251.8, end_time: 251.9
Word: roads, start_time: 251.9, end_time: 252.5
Word: leading, start_time: 252.5, end_time: 253.2
Word: to, start_time: 253.2, end_time: 253.3
Word: technology, start_time: 253.3, end_time: 254.1
Word: Innovations, start_time: 254.1, end_time: 255.3
Word: in, start_time: 255.3, end_time: 255.4
Word: both, start_time: 255.4, end_time: 255.6
Word: asphalt, start_time: 255.6, end_time: 256.2
Word: production, start_time: 256.2, end_time: 256.4
Word: and, start_time: 256.4, end_time: 256.8
Word: spreading, start_time: 256.8, end_time: 257.3
Word: techniques, start_time: 257.3, end_time: 257.9
Word: today, start_time: 257.9, end_time: 258.6
Word: HMA, start_time: 258.6, end_time: 259.6
Word: covers, start_time: 259.6, end_time: 260.3
Word: almost, start_time: 260.3, end_time: 260.4
Word: 95%, start_time: 260.4, end_time: 261.7
Word: of, start_time: 261.7, end_time: 261.8
Word: America's, start_time: 261.8, end_time: 262.4
Word: payroll, start_time: 262.4, end_time: 262.9
Word: and, start_time: 262.9, end_time: 263.7
Word: has, start_time: 263.7, end_time: 264.0
Word: as, start_time: 264.0, end_time: 264.3
Word: well, start_time: 264.3, end_time: 264.7
Word: most, start_time: 264.7, end_time: 265.2
Word: of, start_time: 265.2, end_time: 265.3
Word: its, start_time: 265.3, end_time: 265.5
Word: sidewalks, start_time: 265.5, end_time: 266.2
Word: runways, start_time: 266.2, end_time: 267.0
Word: driveways, start_time: 267.0, end_time: 267.9
Word: parking, start_time: 267.9, end_time: 268.5
Word: lot, start_time: 268.5, end_time: 268.7
Word: and, start_time: 268.7, end_time: 269.0
Word: Tennis, start_time: 269.0, end_time: 269.3
Word: Courts, start_time: 269.3, end_time: 269.7
