Waiting for operation to complete...
Transcript: good morning everyone today I want to start with a look at perspective visual perspective first will look briefly at the kind of perspective and then we'll look very quickly at its history and are just in case you don't know what we're discussing perspective in art is the way that artist represent three-dimensional objects on their two-dimensional canvas there two basic source of perspective aerial perspective and linear perspective aerial perspective
Confidence: 0.9552902579307556
Word: good, start_time: 0.0, end_time: 0.2
Word: no, start_time: 207.1, end_time: 207.3
Word: real, start_time: 207.3, end_time: 207.5
Word: understanding, start_time: 207.5, end_time: 207.7
Word: of, start_time: 207.7, end_time: 208.4
Word: how, start_time: 208.4, end_time: 208.5
Word: the, start_time: 208.5, end_time: 208.6
Word: physics, start_time: 208.6, end_time: 209.1
Word: of, start_time: 209.1, end_time: 209.1
Word: perception, start_time: 209.1, end_time: 209.7
Word: worked, start_time: 209.7, end_time: 210.1
Word: and, start_time: 210.1, end_time: 210.6
Word: never, start_time: 210.6, end_time: 210.6
Word: got, start_time: 210.6, end_time: 210.9
Word: a, start_time: 210.9, end_time: 211.0
Word: grasp, start_time: 211.0, end_time: 211.6
Word: of, start_time: 211.6, end_time: 211.7
Word: the, start_time: 211.7, end_time: 211.8
Word: idea, start_time: 211.8, end_time: 212.2
Word: of, start_time: 212.2, end_time: 212.3
Word: the, start_time: 212.3, end_time: 212.4
Word: vanishing, start_time: 212.4, end_time: 212.8
Word: point, start_time: 212.8, end_time: 213.1
Transcript:  then came the Renaissance The Rebirth of learning and the Sciences
Confidence: 0.9566545486450195
Word: then, start_time: 213.9, end_time: 214.3
Word: came, start_time: 214.3, end_time: 214.7
Word: the, start_time: 214.7, end_time: 214.8
Word: Renaissance, start_time: 214.8, end_time: 215.6
Word: The, start_time: 215.6, end_time: 215.8
Word: Rebirth, start_time: 215.8, end_time: 216.1
Word: of, start_time: 216.1, end_time: 216.4
Word: learning, start_time: 216.4, end_time: 217.0
Word: and, start_time: 217.0, end_time: 217.2
Word: the, start_time: 217.2, end_time: 217.3
Word: Sciences, start_time: 217.3, end_time: 217.8
Transcript:  this was a hotbed of scientific thought DaVinci Galileo Newton and Filippo Brunelleschi 15th century Florentine architect who can stop it several Optical experiments and discovered the rules of perspective
Confidence: 0.9641823172569275
Word: this, start_time: 219.6, end_time: 220.0
Word: was, start_time: 220.0, end_time: 220.1
Word: a, start_time: 220.1, end_time: 220.2
Word: hotbed, start_time: 220.2, end_time: 220.6
Word: of, start_time: 220.6, end_time: 221.0
Word: scientific, start_time: 221.0, end_time: 221.7
Word: thought, start_time: 221.7, end_time: 221.8
Word: DaVinci, start_time: 221.8, end_time: 223.0
Word: Galileo, start_time: 223.0, end_time: 223.6
Word: Newton, start_time: 223.6, end_time: 224.8
Word: and, start_time: 224.8, end_time: 225.6
Word: Filippo, start_time: 225.6, end_time: 226.2
Word: Brunelleschi, start_time: 226.2, end_time: 226.9
Word: 15th, start_time: 226.9, end_time: 229.2
Word: century, start_time: 229.2, end_time: 229.6
Word: Florentine, start_time: 229.6, end_time: 230.3
Word: architect, start_time: 230.3, end_time: 231.0
Word: who, start_time: 231.0, end_time: 231.4
Word: can, start_time: 231.4, end_time: 231.5
Word: stop, start_time: 231.5, end_time: 231.7
Word: it, start_time: 231.7, end_time: 231.8
Word: several, start_time: 231.8, end_time: 232.3
Word: Optical, start_time: 232.3, end_time: 232.8
Word: experiments, start_time: 232.8, end_time: 233.6
Word: and, start_time: 233.6, end_time: 233.7
Word: discovered, start_time: 233.7, end_time: 234.4
Word: the, start_time: 234.4, end_time: 234.4
Word: rules, start_time: 234.4, end_time: 234.7
Word: of, start_time: 234.7, end_time: 234.8
Word: perspective, start_time: 234.8, end_time: 235.1
Transcript:  with what he learned enjoy a very accurate picture of San Giovanni baptistery in Florence and then he made a small people in the middle of that picture he carried it into the street and meet his acquaintances by having them look through that people from the back of his picture first at a mirror which reflected the image into the viewers line of sight
Confidence: 0.9440199136734009
Word: with, start_time: 236.5, end_time: 236.9
Word: what, start_time: 236.9, end_time: 237.1
Word: he, start_time: 237.1, end_time: 237.2
Word: learned, start_time: 237.2, end_time: 237.7
Word: enjoy, start_time: 237.7, end_time: 238.2
Word: a, start_time: 238.2, end_time: 238.3
Word: very, start_time: 238.3, end_time: 238.5
Word: accurate, start_time: 238.5, end_time: 239.1
Word: picture, start_time: 239.1, end_time: 239.6
Word: of, start_time: 239.6, end_time: 240.2
Word: San, start_time: 240.2, end_time: 240.7
Word: Giovanni, start_time: 240.7, end_time: 241.0
Word: baptistery, start_time: 241.0, end_time: 242.2
Word: in, start_time: 242.2, end_time: 242.3
Word: Florence, start_time: 242.3, end_time: 242.4
Word: and, start_time: 242.4, end_time: 243.6
Word: then, start_time: 243.6, end_time: 243.7
Word: he, start_time: 243.7, end_time: 243.8
Word: made, start_time: 243.8, end_time: 244.0
Word: a, start_time: 244.0, end_time: 244.0
Word: small, start_time: 244.0, end_time: 244.3
Word: people, start_time: 244.3, end_time: 244.8
Word: in, start_time: 244.8, end_time: 245.1
Word: the, start_time: 245.1, end_time: 245.2
Word: middle, start_time: 245.2, end_time: 245.5
Word: of, start_time: 245.5, end_time: 245.7
Word: that, start_time: 245.7, end_time: 245.8
Word: picture, start_time: 245.8, end_time: 246.1
Word: he, start_time: 246.1, end_time: 246.9
Word: carried, start_time: 246.9, end_time: 247.3
Word: it, start_time: 247.3, end_time: 247.4
Word: into, start_time: 247.4, end_time: 247.6
Word: the, start_time: 247.6, end_time: 247.8
Word: street, start_time: 247.8, end_time: 248.2
Word: and, start_time: 248.2, end_time: 248.2
Word: meet, start_time: 248.2, end_time: 248.6
Word: his, start_time: 248.6, end_time: 248.9
Word: acquaintances, start_time: 248.9, end_time: 249.7
Word: by, start_time: 249.7, end_time: 249.9
Word: having, start_time: 249.9, end_time: 250.2
Word: them, start_time: 250.2, end_time: 250.3
Word: look, start_time: 250.3, end_time: 250.6
Word: through, start_time: 250.6, end_time: 250.8
Word: that, start_time: 250.8, end_time: 250.8
Word: people, start_time: 250.8, end_time: 251.5
Word: from, start_time: 251.5, end_time: 252.1
Word: the, start_time: 252.1, end_time: 252.2
Word: back, start_time: 252.2, end_time: 252.5
Word: of, start_time: 252.5, end_time: 252.6
Word: his, start_time: 252.6, end_time: 252.7
Word: picture, start_time: 252.7, end_time: 253.1
Word: first, start_time: 253.1, end_time: 254.1
Word: at, start_time: 254.1, end_time: 254.2
Word: a, start_time: 254.2, end_time: 254.3
Word: mirror, start_time: 254.3, end_time: 254.7
Word: which, start_time: 254.7, end_time: 255.0
Word: reflected, start_time: 255.0, end_time: 255.5
Word: the, start_time: 255.5, end_time: 255.7
Word: image, start_time: 255.7, end_time: 256.0
Word: into, start_time: 256.0, end_time: 256.3
Word: the, start_time: 256.3, end_time: 256.3
Word: viewers, start_time: 256.3, end_time: 256.7
Word: line, start_time: 256.7, end_time: 257.0
Word: of, start_time: 257.0, end_time: 257.1
Word: sight, start_time: 257.1, end_time: 257.5
Transcript:  then Brunelleschi would quickly withdraw the mirror leaving the viewer peeping at the actual baptistery whose perspective I've been replicated perfectly other Italian artist notably Donatello began using brunelleschi's methods of accurate linear perspective and his ideas soon spread throughout Europe development of effective aerial perspective on the other hand was really developed by Flemish and Dutch Masters of the same. Be seen at his best in the works of John Van Dyke's the virgin of Chancellor rolin but that's a whole other story
Confidence: 0.9661938548088074
Word: then, start_time: 258.9, end_time: 259.6
Word: Brunelleschi, start_time: 259.6, end_time: 260.5
Word: would, start_time: 260.5, end_time: 260.7
Word: quickly, start_time: 260.7, end_time: 261.2
Word: withdraw, start_time: 261.2, end_time: 261.6
Word: the, start_time: 261.6, end_time: 261.8
Word: mirror, start_time: 261.8, end_time: 262.1
Word: leaving, start_time: 262.1, end_time: 262.8
Word: the, start_time: 262.8, end_time: 263.0
Word: viewer, start_time: 263.0, end_time: 263.4
Word: peeping, start_time: 263.4, end_time: 264.1
Word: at, start_time: 264.1, end_time: 264.3
Word: the, start_time: 264.3, end_time: 264.4
Word: actual, start_time: 264.4, end_time: 264.9
Word: baptistery, start_time: 264.9, end_time: 265.8
Word: whose, start_time: 265.8, end_time: 266.3
Word: perspective, start_time: 266.3, end_time: 266.5
Word: I've, start_time: 266.5, end_time: 267.3
Word: been, start_time: 267.3, end_time: 267.4
Word: replicated, start_time: 267.4, end_time: 267.7
Word: perfectly, start_time: 267.7, end_time: 268.2
Word: other, start_time: 268.2, end_time: 269.9
Word: Italian, start_time: 269.9, end_time: 270.5
Word: artist, start_time: 270.5, end_time: 270.9
Word: notably, start_time: 270.9, end_time: 271.5
Word: Donatello, start_time: 271.5, end_time: 272.1
Word: began, start_time: 272.1, end_time: 272.8
Word: using, start_time: 272.8, end_time: 273.1
Word: brunelleschi's, start_time: 273.1, end_time: 274.0
Word: methods, start_time: 274.0, end_time: 274.4
Word: of, start_time: 274.4, end_time: 274.4
Word: accurate, start_time: 274.4, end_time: 275.0
Word: linear, start_time: 275.0, end_time: 275.3
Word: perspective, start_time: 275.3, end_time: 275.9
Word: and, start_time: 275.9, end_time: 276.8
Word: his, start_time: 276.8, end_time: 276.8
Word: ideas, start_time: 276.8, end_time: 277.2
Word: soon, start_time: 277.2, end_time: 277.9
Word: spread, start_time: 277.9, end_time: 278.2
Word: throughout, start_time: 278.2, end_time: 278.4
Word: Europe, start_time: 278.4, end_time: 278.6
Word: development, start_time: 278.6, end_time: 280.0
Word: of, start_time: 280.0, end_time: 280.2
Word: effective, start_time: 280.2, end_time: 280.8
Word: aerial, start_time: 280.8, end_time: 281.2
Word: perspective, start_time: 281.2, end_time: 281.4
Word: on, start_time: 281.4, end_time: 281.8
Word: the, start_time: 281.8, end_time: 281.9
Word: other, start_time: 281.9, end_time: 282.1
Word: hand, start_time: 282.1, end_time: 282.4
Word: was, start_time: 282.4, end_time: 283.1
Word: really, start_time: 283.1, end_time: 283.6
Word: developed, start_time: 283.6, end_time: 284.1
Word: by, start_time: 284.1, end_time: 284.3
Word: Flemish, start_time: 284.3, end_time: 284.7
Word: and, start_time: 284.7, end_time: 284.9
Word: Dutch, start_time: 284.9, end_time: 285.0
Word: Masters, start_time: 285.0, end_time: 285.8
Word: of, start_time: 285.8, end_time: 286.7
Word: the, start_time: 286.7, end_time: 286.8
Word: same., start_time: 286.8, end_time: 287.3
Word: Be, start_time: 287.3, end_time: 287.8
Word: seen, start_time: 287.8, end_time: 288.1
Word: at, start_time: 288.1, end_time: 288.7
Word: his, start_time: 288.7, end_time: 288.8
Word: best, start_time: 288.8, end_time: 289.2
Word: in, start_time: 289.2, end_time: 289.3
Word: the, start_time: 289.3, end_time: 289.4
Word: works, start_time: 289.4, end_time: 289.7
Word: of, start_time: 289.7, end_time: 289.8
Word: John, start_time: 289.8, end_time: 290.4
Word: Van, start_time: 290.4, end_time: 290.7
Word: Dyke's, start_time: 290.7, end_time: 291.0
Word: the, start_time: 291.0, end_time: 291.0
Word: virgin, start_time: 291.0, end_time: 291.5
Word: of, start_time: 291.5, end_time: 291.6
Word: Chancellor, start_time: 291.6, end_time: 292.0
Word: rolin, start_time: 292.0, end_time: 292.4
Word: but, start_time: 292.4, end_time: 293.8
Word: that's, start_time: 293.8, end_time: 294.3
Word: a, start_time: 294.3, end_time: 294.3
Word: whole, start_time: 294.3, end_time: 294.4
Word: other, start_time: 294.4, end_time: 294.5
Word: story, start_time: 294.5, end_time: 294.8
